ISBN,popularity,avg_ratings,nvotes,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0425184226,2.5370815380853107,2.26,121,The Sum of All Fears,Tom Clancy,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg
0553582143,2.5367489682370117,2.27,123,Body of Lies,IRIS JOHANSEN,2003,Bantam,http://images.amazon.com/images/P/0553582143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582143.01.LZZZZZZZ.jpg
0515130966,2.530219609350506,2.21,105,Riptide,Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515130966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130966.01.LZZZZZZZ.jpg
0553571818,2.5281931679052163,2.2,102,Long After Midnight,IRIS JOHANSEN,1997,Bantam,http://images.amazon.com/images/P/0553571818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg
0553572326,2.5223572376993033,2.21,110,Survival of the Fittest: An Alex Delaware Novel,Jonathan Kellerman,1998,Bantam,http://images.amazon.com/images/P/0553572326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572326.01.LZZZZZZZ.jpg
0446603716,2.5162062277054984,2.24,128,Hide & Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg
0312974256,2.5157390143687373,2.17,103,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg
0553578693,2.514662777447832,2.28,152,The Next Accident,LISA GARDNER,2002,Bantam,http://images.amazon.com/images/P/0553578693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg
0440213290,2.5093405102844835,2.24,135,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg
0425122123,2.502825284214852,2.25,146,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425122123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.LZZZZZZZ.jpg
0345427637,2.4968432153602103,2.26,155,The Angel of Darkness,Caleb Carr,1998,Ballantine Books,http://images.amazon.com/images/P/0345427637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345427637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345427637.01.LZZZZZZZ.jpg
0449223612,2.495019159987991,2.27,162,N Is for Noose,Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449223612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223612.01.LZZZZZZZ.jpg
0553571885,2.4923192336887388,2.21,135,A Thin Dark Line (Mysteries & Horror),TAMI HOAG,1998,Bantam,http://images.amazon.com/images/P/0553571885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571885.01.LZZZZZZZ.jpg
0671568175,2.4902331352409055,2.21,136,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
0679744398,2.4886438053313915,2.23,147,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage,http://images.amazon.com/images/P/0679744398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679744398.01.LZZZZZZZ.jpg
0446608890,2.4863430575076597,2.22,142,Saving Faith,David Baldacci,2000,Warner Vision,http://images.amazon.com/images/P/0446608890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.LZZZZZZZ.jpg
042510107X,2.4691502763512,2.21,153,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/042510107X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042510107X.01.LZZZZZZZ.jpg
031298328X,2.4572925688413187,2.19,153,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298328X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031298328X.01.LZZZZZZZ.jpg
0345422317,2.4570488776431887,2.07,105,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg
0425147517,2.4570488776431887,2.07,105,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.LZZZZZZZ.jpg
0553561618,2.4544093667377793,2.15,137,Dark Paradise,TAMI HOAG,1994,Bantam,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg
0515127833,2.4460307891090074,2.12,128,River's End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
0425167313,2.4424924156478705,2.26,227,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425167313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg
0451183665,2.4422509275493254,2.22,191,A Case of Need,Michael Crichton,1994,Signet Book,http://images.amazon.com/images/P/0451183665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg
0515124214,2.440267086975018,2.04,106,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515124214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515124214.01.LZZZZZZZ.jpg
0553292722,2.436229249653557,2.13,140,Still Waters,TAMI HOAG,1992,Bantam,http://images.amazon.com/images/P/0553292722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg
0440224594,2.4359091771292367,2.11,131,The Return Journey,MAEVE BINCHY,1999,Dell,http://images.amazon.com/images/P/0440224594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.LZZZZZZZ.jpg
0446603929,2.43055834911094,2.02,106,See How They Run,James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446603929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603929.01.LZZZZZZZ.jpg
0553268880,2.4265616984023386,2.26,265,The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg
0449227421,2.419593396731357,2.01,109,The Third Twin,Ken Follett,1997,Fawcett Books,http://images.amazon.com/images/P/0449227421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449227421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449227421.01.LZZZZZZZ.jpg
0425192733,2.4192822768161073,1.98,102,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.LZZZZZZZ.jpg
0380730138,2.4156027942927496,2.25,265,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,Perennial,http://images.amazon.com/images/P/0380730138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.LZZZZZZZ.jpg
0312966806,2.4134750995842684,1.96,100,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.LZZZZZZZ.jpg
0345370805,2.4102675716742947,2.09,143,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books,http://images.amazon.com/images/P/0345370805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370805.01.LZZZZZZZ.jpg
0373218400,2.4042217920606306,1.99,112,Table For Two,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218400.01.LZZZZZZZ.jpg
0345391055,2.3974791641137987,2.22,259,Disclosure,Michael Crichton,1994,Ballantine Books,http://images.amazon.com/images/P/0345391055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg
0804115761,2.396736203318767,1.99,116,Thousand Acres,JANE SMILEY,1996,Ivy Books,http://images.amazon.com/images/P/0804115761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804115761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804115761.01.LZZZZZZZ.jpg
0553275976,2.3934083734147187,2.14,189,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books,http://images.amazon.com/images/P/0553275976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg
0553581554,2.391495624628811,2.01,124,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553581554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg
0140092323,2.388475099584268,1.91,100,Lake Wobegon days,Garrison Keillor,1986,Penguin Books,http://images.amazon.com/images/P/0140092323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140092323.01.LZZZZZZZ.jpg
080411868X,2.388086880761587,2.16,211,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg
0449221504,2.3863284867780576,2.11,171,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
0786889020,2.3625971840623965,1.89,106,Don't Stand Too Close to a Naked Man,Tim Allen,1995,Hyperion,http://images.amazon.com/images/P/0786889020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.LZZZZZZZ.jpg
0553282476,2.3366429519850174,1.85,110,CAT'S EYE,MARGARET ATWOOD,1989,Bantam,http://images.amazon.com/images/P/0553282476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg
0425147584,2.3307800796674147,1.97,150,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425147584.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147584.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg
0449910237,2.3285468961421363,1.81,103,Moo,Jane Smiley,1996,Ballantine Books,http://images.amazon.com/images/P/0449910237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449910237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449910237.01.LZZZZZZZ.jpg
0671888587,2.3278959163202235,1.94,140,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket,http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671888587.01.LZZZZZZZ.jpg
0425132951,2.3189078636740468,1.8,106,The House of Thunder,Dean R. Koontz,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425132951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425132951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425132951.01.LZZZZZZZ.jpg
0553579606,2.316943533275101,2.02,183,Ashes to Ashes,TAMI HOAG,2000,Bantam,http://images.amazon.com/images/P/0553579606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg
034539657X,2.31584144190795,1.81,108,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg
0451203895,2.313525975764357,1.95,151,4 Blondes,Candace Bushnell,2002,Signet Book,http://images.amazon.com/images/P/0451203895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg
034538184X,2.295191482855759,1.77,109,Degree of Guilt,Richard North Patterson,1995,Ballantine Books,http://images.amazon.com/images/P/034538184X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538184X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538184X.01.LZZZZZZZ.jpg
0553564528,2.293832048839564,1.9,144,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg
0425158632,2.282302418217924,1.77,115,Executive Orders (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158632.01.LZZZZZZZ.jpg
051512608X,2.2737773795495793,1.81,129,The Reef,Nora Roberts,1999,Jove Books,http://images.amazon.com/images/P/051512608X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg
0425150143,2.255801067557542,1.68,106,Tom Clancy's Op-Center: Mirror Image (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425150143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425150143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425150143.01.LZZZZZZZ.jpg
042511774X,2.2396111848772358,1.87,170,Breathing Lessons,Anne Tyler,1994,Berkley Publishing Group,http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg
0425116840,2.220657969612232,1.83,166,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg
0425182908,2.197013267052322,1.87,203,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg
0140244824,2.1617319877013665,1.86,232,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books,http://images.amazon.com/images/P/0140244824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140244824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140244824.01.LZZZZZZZ.jpg
0449134482,2.156991040347754,1.57,121,Dances With Wolves,Michael Blake,1990,Fawcett Books,http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg
0446360589,2.1347800796674146,1.65,150,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
0425133540,2.1152410438427856,1.61,149,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425133540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133540.01.LZZZZZZZ.jpg
0671673688,2.1012607688754428,1.53,134,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg
0373825013,2.0758213522553315,1.34,107,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin,http://images.amazon.com/images/P/0373825013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373825013.01.LZZZZZZZ.jpg
0425147363,2.0499787175933917,1.44,134,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147363.01.LZZZZZZZ.jpg
0446365505,2.0032477566208113,1.25,114,Pleading Guilty,Scott Turow,1994,Warner Books,http://images.amazon.com/images/P/0446365505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365505.01.LZZZZZZZ.jpg
0971880107,1.0905822520818038,1.02,2502,Wild Animus,Rich Shapero,2004,Too Far,http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg
